Country Name,Country Code,Indicator Name,Indicator Code,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,-1.846839666,-1.83626461,-1.913773298,-1.426399589,-1.54685235,-1.424299836,-1.464257479,-1.44451642,-1.590514183,-1.637168765,-1.5132792,-1.624465704,-1.549655199,-1.4115659,-1.430118561,-1.331163168
Afghanistan,AFG,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,2,4,4,6,5,6,7,8,8,9,10,10
Afghanistan,AFG,Control of Corruption: Percentile Rank,CC.PER.RNK,0.48780489,0.48780489,0,0.48780489,1.951219559,3.902439117,1.463414669,3.414634228,0.970873773,0.970873773,0.95693779,0.952380955,1.421800971,1.91387558,1.91387558,6.25
Afghanistan,AFG,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0,0,0,0,0,0,0,0.485436887,0,0,0,0,0,0,0,0.95693779
Afghanistan,AFG,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,17.47572899,14.0776701,7.766990185,34.46601868,11.1650486,13.10679626,13.5922327,10.67961121,8.695652008,5.797101498,9.523809433,5.213270187,7.547169685,12.85714245,11.4285717,13.87559795
Afghanistan,AFG,Control of Corruption: Standard Error,CC.STD.ERR,0.556919038,0.506977022,0.504115164,0.47266683,0.312029988,0.239038646,0.224947855,0.221096352,0.252310902,0.243894026,0.216536611,0.209650293,0.204862222,0.197840303,0.169096321,0.17309165
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-2.254250526,-2.240977764,-2.324601412,-1.636530995,-1.177791834,-0.88330245,-1.226978183,-1.48808074,-1.403143287,-1.478497863,-1.499465942,-1.465571404,-1.457683682,-1.397558093,-1.428138733,-1.344120622
Afghanistan,AFG,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,2,2,4,4,6,5,6,7,7,7,8,8,8
Afghanistan,AFG,Government Effectiveness: Percentile Rank,GE.PER.RNK,0,0,0,1.951219559,9.268292427,17.07317162,9.756097794,4.390244007,5.339805603,3.883495092,3.82775116,4.306220055,4.739336491,6.698564529,6.698564529,8.17307663
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0,0,0,0,1.45631063,7.281553268,2.427184582,0.485436887,0.966183603,0.966183603,0.476190478,0.952380955,1.415094376,0.952380955,0.952380955,1.91387558
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,2.427184582,2.91262126,2.91262126,9.223300934,28.64077759,36.89320374,21.84465981,13.5922327,16.42512131,14.49275398,10.95238113,13.80952358,14.15094376,15.23809528,13.80952358,16.74641228
Afghanistan,AFG,Government Effectiveness: Standard Error,GE.STD.ERR,0.313604295,0.336795598,0.370578349,0.279937714,0.320134133,0.241846696,0.228327438,0.238855794,0.293986976,0.258618504,0.237521589,0.231483757,0.23290585,0.219624341,0.209416687,0.231331229
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.544467449,-2.565912485,-2.56841588,-2.211293697,-2.262797117,-2.295481443,-2.088421822,-2.23109436,-2.396287441,-2.689352989,-2.704449892,-2.549819231,-2.48312521,-2.392416954,-2.503811598,-2.45806694
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,2,4,4,4,3,3,4,4,4,5,6,6
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,1.442307711,0.480769217,0.480769217,1.442307711,1.923076868,1.923076868,2.403846264,1.442307711,1.442307711,0.478468895,0.473933637,1.415094376,1.415094376,1.895734549,1.421800971,2.91262126
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,0,0,0,0,0,0.95693779,0.95693779,0.95693779,0.478468895,0.476190478,0.471698105,0.469483554,0.469483554,0.471698105,0,0
Afghanistan,AFG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,6.220095634,6.220095634,5.74162674,11.96172237,5.74162674,4.78468895,6.698564529,7.177033424,5.74162674,2.380952358,2.358490467,3.755868435,2.816901445,4.245283127,3.773584843,5.797101498
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.484400392,0.444820762,0.464668274,0.445539832,0.357020259,0.305948019,0.31069994,0.290038019,0.321341455,0.320368111,0.290059268,0.282525897,0.273606569,0.247426391,0.244696289,0.221862942
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-2.125584841,-2.15550828,-2.186200142,-1.873435378,-1.487892985,-1.50271976,-1.64613831,-1.674050093,-1.680917144,-1.601003408,-1.670133948,-1.52925849,-1.539801598,-1.210008383,-1.212575316,-1.126950502
Afghanistan,AFG,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,2,2,4,4,5,4,5,6,6,6,8,9,9
Afghanistan,AFG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,0.980392158,1.960784316,0.980392158,2.941176414,5.392157078,5.392157078,2.941176414,2.941176414,2.91262126,3.398058176,3.349282265,5.263157845,4.265402794,11.00478458,11.00478458,11.53846169
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,0,0,0,0,2.926829338,2.926829338,1.951219559,2.439024448,2.898550749,2.898550749,2.857142925,2.857142925,2.830188751,5.238095284,5.714285851,5.74162674
Afghanistan,AFG,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,9.268292427,8.292682648,8.292682648,7.804878235,15.60975647,12.19512177,9.756097794,8.780488014,8.695652008,8.212560654,6.190476418,8.571428299,9.433961868,21.4285717,20.95238113,23.92344475
Afghanistan,AFG,Regulatory Quality: Standard Error,RQ.STD.ERR,0.479634672,0.487525553,0.447534412,0.311179817,0.246255845,0.226284012,0.204280332,0.217063516,0.235631615,0.205751538,0.189254105,0.185600862,0.183717147,0.183600351,0.175804332,0.191010565
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.755630732,-1.738550186,-1.769784212,-1.771972895,-1.671004057,-1.710012555,-1.72299242,-1.955725074,-1.924358368,-1.946835995,-1.908901095,-1.901093006,-1.934632897,-1.72303009,-1.671192646,-1.533755422
Afghanistan,AFG,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,3,3,5,6,8,7,8,9,9,9,10,11,10
Afghanistan,AFG,Rule of Law: Percentile Rank,RL.PER.RNK,1.91387558,1.91387558,1.435406685,1.435406685,2.392344475,1.91387558,1.435406685,0.478468895,0.478468895,0.480769217,0.473933637,0.473933637,0.469483554,0.473933637,1.421800971,2.403846264
Afghanistan,AFG,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,0,0.476190478,0.476190478,0,0,0.476190478,0.476190478,0.476190478,0.476190478,0.478468895,0.471698105,0.471698105,0.467289716,0.471698105,0.471698105,0.95693779
Afghanistan,AFG,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,13.80952358,11.90476227,10,9.523809433,13.33333302,7.619047642,7.619047642,1.90476191,3.809523821,2.87081337,2.358490467,2.830188751,1.869158864,3.773584843,5.188679218,7.655502319
